zipcode,age,creditcard,gender,salary
98461,86,5439410666615753,Female,3700
52604,61,5530284021298144,Male,6800
93676,95,5297420648821768,Male,5600
69966,33,5285395695912161,Female,9800
88082,98,5520090261033824,Male,6900
52138,84,5448105003849540,Male,3500
24616,49,5396233745178507,Male,1800
33150,40,5437668249694007,Female,9700
69732,85,5293036975300061,Male,4700
26676,55,5484275012962900,Female,8600
66445,48,5522101515391054,Male,1200
19129,27,5590375584035431,Male,200
14561,45,5370141202537489,Male,7400
44991,39,5153715491438005,Female,9800
23692,37,5437546497175376,Male,7600
84321,62,5394117934703153,Female,300
71539,69,5133158347657491,Female,5600
64128,28,5506692020518892,Male,3400
65044,33,5268102022295505,Female,3000
47356,99,5142924794297761,Female,5300
42156,35,5143293204244295,Male,6500
33945,94,5525417677542178,Female,2000
58822,98,5470231757020889,Female,3300
38695,19,5416287053945374,Female,1200
03557,38,5435923101243514,Male,6200
89806,51,5264883850018101,Male,1000
50883,50,5256751805539291,Female,4000
26806,42,5477590803874273,Female,4900
73957,89,5398408121925675,Male,2200
44178,22,5530976631390019,Male,2400
68225,64,5162317167413492,Female,8200
42305,59,5140587490684582,Male,3600
41272,31,5253900463484364,Female,4100
26647,89,5122507572726210,Male,7500
98190,86,5552666530162568,Male,2800
04784,49,5209586275564850,Male,800
07815,19,5349416628254382,Male,8400
17031,25,5139113769758438,Female,6000
91865,42,5267235094995726,Male,5100
08742,49,5200085234096244,Female,3400
90630,21,5221376966483360,Female,6300
40803,26,5432391468710470,Male,3300
68889,46,5398839379510928,Male,7700
98530,21,5386281641647192,Male,3200
33722,61,5258960037854935,Male,4400
20708,96,5292127295463670,Female,5000
05550,35,5403184639589971,Female,9800
71963,78,5538757616008459,Male,1000
60446,52,5485208288422233,Male,1300
94290,47,5178787755073282,Male,2700
39041,23,5224383663331659,Male,2800
47229,36,5322460555675558,Female,2300
79417,29,5165553732142557,Male,900
30050,88,5187908464402120,Male,100
40460,40,5462127654887745,Male,1300
04413,21,5481930909607983,Male,5600
31847,21,5388638453629444,Female,5400
70299,26,5544935707331715,Female,3700
37956,52,5166630732433514,Female,9300
71909,63,5511171334183258,Male,7400
05205,55,5578504724147600,Male,2500
98492,53,5577047706443028,Male,8100
82119,81,5560512420583952,Female,7000
15372,75,5522694209344231,Male,7200
10287,82,5190964023649847,Male,7200
19727,53,5245434542346114,Male,3300
50836,66,5455914360064381,Female,7500
86174,46,5529984456359583,Male,10000
89694,47,5354633932416182,Female,1800
07992,85,5292344371327824,Female,8900
98072,90,5597173098087953,Female,6300
13944,62,5483783285665366,Male,1300
11979,85,5187597278023881,Male,7600
64295,33,5484506440353456,Male,6900
43496,75,5352714745244417,Male,1100
71105,21,5213007545197607,Male,8800
55489,55,5388422419447419,Female,500
67604,74,5186255251254475,Female,7800
81887,93,5474125723042082,Male,4000
92021,63,5189488262633000,Female,9900
99361,33,5484556036824865,Female,7100
98803,56,5511726459862919,Female,2900
35969,42,5389946108188362,Male,3500
42667,40,5282701916708952,Female,1900
02360,97,5305862594943874,Female,5400
68136,35,5448513324802975,Female,6000
89967,33,5198944962251401,Female,5200
96755,21,5458551341778320,Male,2300
00801,33,5394774294151306,Male,6600
23222,33,5265086027762929,Female,6100
16289,64,5110141952306387,Male,1400
32759,28,5425039757069566,Male,4500
90192,83,5382197864203386,Female,7100
67604,35,5551701932154409,Male,1200
66452,76,5212479131658030,Female,6700
96500,96,5332769599447214,Male,2400
15575,47,5319354063108787,Female,2900
36262,23,5394072095597219,Male,9700
68668,42,5411851934586858,Male,9600
79140,82,5565060871945051,Male,6000
09566,78,5300311077162318,Male,8800
51222,93,5520221752911232,Female,2300
33598,19,5233261825989920,Male,6000
18388,27,5570301059598566,Male,2500
17376,94,5423609346167972,Female,8300
28002,51,5566178151969721,Female,8900
35301,34,5342705814096681,Female,7300
81582,87,5301681512128952,Female,9300
98543,87,5495160553835656,Female,1500
80751,66,5258586114842798,Male,600
01276,64,5365366488648588,Male,5200
97752,73,5226181213218055,Female,4600
96804,47,5410096746620690,Female,1100
88003,97,5425690334619107,Male,7500
11396,59,5107816162145767,Female,6400
04666,18,5205944498151753,Male,4500
26964,75,5101085798289284,Male,7400
65113,61,5298485323809767,Male,3600
82311,81,5320499471645099,Male,4000
95970,43,5535489565829825,Female,7900
33803,89,5358812468139667,Female,6800
72404,83,5502147483505666,Female,9500
05342,74,5399338464445644,Male,4100
45633,29,5209381246715967,Female,1000
49349,59,5504723885823614,Female,7500
87577,22,5563358313867293,Female,2700
85756,23,5303656091282576,Male,2600
56769,67,5361566376168094,Female,3100
57918,69,5213031159042982,Female,7000
68649,58,5174906187327314,Female,5200
85584,28,5563877115114315,Female,5700
76682,90,5548402960843783,Male,8000
21969,26,5518803888706844,Female,3500
17050,30,5316551013079983,Male,7300
16118,98,5460249131431830,Female,4300
86809,47,5235147622667777,Male,7000
72595,62,5507179191229169,Male,1400
85499,51,5400677540244878,Male,8700
73026,19,5474307781969014,Female,3900
95155,92,5462625271543245,Female,9200
80166,18,5408839044629069,Male,4600
28248,64,5267182976483928,Female,6700
01071,83,5445714523990644,Male,2200
84290,67,5545304897379407,Male,8300
55325,89,5253696775750787,Male,8500
68537,49,5284862792180852,Male,5000
34356,48,5351406329175395,Female,2900
21028,24,5467404471699503,Male,1100
85428,30,5490666427625763,Female,5500
13013,66,5449260805224225,Female,300
81282,34,5192192763847102,Male,7500
06512,51,5274753042932683,Male,5900
69503,61,5307717550203796,Female,7100
24258,35,5342622100056925,Male,3200
79266,29,5243961643835092,Female,6000
80070,68,5535296188791237,Female,1400
96978,52,5186110507257568,Male,2500
92796,84,5131831667875800,Male,3300
25859,36,5295028341666083,Female,7800
57700,62,5192346508865379,Male,7400
59794,50,5164719072799451,Male,7000
91922,69,5597259128213014,Female,1500
32333,79,5135316792099951,Female,8200
78287,23,5467420941551835,Female,4700
27651,19,5212543817652839,Male,6300
22777,32,5115243550948134,Female,1600
10483,92,5569048689348556,Female,1500
27643,78,5317811429218818,Female,800
91545,32,5386169334066780,Male,5700
17879,86,5383216472083920,Male,200
19012,22,5338877878438061,Female,1400
17358,71,5316419941670010,Male,1900
88016,47,5116893774631939,Female,8900
99314,76,5184233264513155,Male,1900
20157,30,5404004745963192,Male,9000
29275,78,5515618091514659,Female,7000
53446,64,5154869787959122,Female,2900
68122,71,5393314899290018,Female,7600
79927,91,5433463565994676,Male,200
28334,58,5298787850770118,Male,700
65475,91,5140689768740698,Male,600
80880,91,5529131735922571,Male,2800
35263,77,5263380400449093,Male,2500
28392,58,5398187074077862,Female,6900
85457,98,5306244313166765,Male,5000
48570,72,5500096330760671,Female,9800
61274,48,5557965801306044,Female,3200
64385,36,5463332253555698,Female,4400
10045,29,5126752827809132,Female,6200
25758,77,5595584022069622,Female,6400
49203,77,5338745126280173,Female,9200
18759,29,5152732330030811,Male,1000
23376,64,5128736581487779,Female,100
69649,100,5493386960559082,Female,9200
84340,48,5147359725473550,Male,7600
96647,84,5329637852940941,Male,6400
18132,83,5547482728664672,Male,600
64609,27,5460361280683101,Female,3500
84908,100,5112953921040816,Male,9000
66362,36,5365859944077756,Female,2500
82689,69,5151429635525535,Female,6600
44140,45,5421018155214242,Male,3400
42310,34,5567630393202500,Male,2200
95943,39,5508042185898739,Female,6400
35413,54,5140786150891723,Male,9900
24502,19,5306196879162234,Male,300
74728,81,5398117051079813,Male,2900
92466,98,5282345157537397,Male,7400
79885,47,5343589513882123,Female,3500
43140,26,5159593977095175,Female,2100
68793,51,5487728156318286,Female,9700
70468,95,5190197578253687,Male,4000
69045,28,5465846433345306,Male,7300
37568,58,5212478485451372,Female,1900
05640,50,5342057613343975,Male,9000
95640,82,5395287779118434,Female,1700
48067,21,5564301173493387,Female,7400
89901,23,5193534712511173,Female,8100
93601,52,5164269869571382,Male,3500
63547,47,5587367312759585,Male,9900
